paper_id,openalex_id,title,publication_year,journal,pdf_url,local_target
273,W3168213370,Automated detection of Alzheimer’s Disease using Deep Learning in MRI,2021,Journal of Physics Conference Series,https://iopscience.iop.org/article/10.1088/1742-6596/1921/1/012024/pdf,data/pdfs/W3168213370.pdf
603,W3159837519,Random forest model for feature-based Alzheimer’s disease conversion prediction from early mild cognitive impairment subjects,2021,PLoS ONE,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0244773&type=printable,data/pdfs/W3159837519.pdf
364,W3123500501,Brain Asymmetry Detection and Machine Learning Classification for Diagnosis of Early Dementia,2021,Sensors,https://www.mdpi.com/1424-8220/21/3/778/pdf,data/pdfs/W3123500501.pdf
802,W2990971304,Contribution of TDP and hippocampal sclerosis to hippocampal volume loss in older-old persons,2019,Neurology,https://n.neurology.org/content/neurology/94/2/e142.full.pdf,data/pdfs/W2990971304.pdf
789,W3007485657,PET imaging of mGluR5 in Alzheimer’s disease,2020,Alzheimer s Research & Therapy,https://link.springer.com/content/pdf/10.1186/s13195-020-0582-0.pdf,data/pdfs/W3007485657.pdf
572,W2901348195,Discrimination and conversion prediction of mild cognitive impairment using convolutional neural networks,2018,Quantitative Imaging in Medicine and Surgery,https://qims.amegroups.com/article/viewFile/22381/21661,data/pdfs/W2901348195.pdf
584,W4311443209,Soluble TREM2 levels associate with conversion from mild cognitive impairment to Alzheimer’s disease,2022,Journal of Clinical Investigation,http://www.jci.org/articles/view/158708/files/pdf,data/pdfs/W4311443209.pdf
676,W4288053873,A robust framework to investigate the reliability and stability of explainable artificial intelligence markers of Mild Cognitive Impairment and Alzheimer’s Disease,2022,Brain Informatics,https://braininformatics.springeropen.com/counter/pdf/10.1186/s40708-022-00165-5,data/pdfs/W4288053873.pdf
282,W4220867605,A deep learning MRI approach outperforms other biomarkers of prodromal Alzheimer’s disease,2022,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-022-00985-x,data/pdfs/W4220867605.pdf
564,W4210783483,Assessing Reactive Astrogliosis with 18 F-SMBT-1 Across the Alzheimer Disease Spectrum,2022,Journal of Nuclear Medicine,https://jnm.snmjournals.org/content/jnumed/early/2022/02/03/jnumed.121.263255.full.pdf,data/pdfs/W4210783483.pdf
635,W3046235658,AI-driven attenuation correction for brain PET/MRI: Clinical evaluation of a dementia cohort and importance of the training group size,2020,NeuroImage,https://www.sciencedirect.com/science/article/pii/S1053811920307072/pdf,data/pdfs/W3046235658.pdf
851,W3023832122,The cholinergic system in subtypes of Alzheimer’s disease: an in vivo longitudinal MRI study,2020,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-020-00620-7,data/pdfs/W3023832122.pdf
235,W4319302837,Brain aerobic glycolysis and resilience in Alzheimer disease,2023,Proceedings of the National Academy of Sciences,https://pmc.ncbi.nlm.nih.gov/articles/PMC9963219/pdf/pnas.202212256.pdf,data/pdfs/W4319302837.pdf
275,W4283078630,Constructing Domain Ontology for Alzheimer Disease Using Deep Learning Based Approach,2022,Electronics,https://www.mdpi.com/2079-9292/11/12/1890/pdf?version=1655361071,data/pdfs/W4283078630.pdf
377,W3199225381,Explainable Identification of Dementia From Transcripts Using Transformer Networks,2022,IEEE Journal of Biomedical and Health Informatics,https://ieeexplore.ieee.org/ielx7/6221020/9855434/09769980.pdf,data/pdfs/W3199225381.pdf
527,W3183818366,Functional MRI-Specific Alterations in Salience Network in Mild Cognitive Impairment: An ALE Meta-Analysis,2021,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2021.695210/pdf,data/pdfs/W3183818366.pdf
778,W3126044911,Topographic patterns of white matter hyperintensities are associated with multimodal neuroimaging biomarkers of Alzheimer’s disease,2021,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-020-00759-3,data/pdfs/W3126044911.pdf
539,W2995673771,Magnetic resonance imaging texture predicts progression to dementia due to Alzheimer disease earlier than hippocampal volume,2019,Journal of Psychiatry and Neuroscience,https://www.jpn.ca/content/jpn/45/1/7.full.pdf,data/pdfs/W2995673771.pdf
641,W2951892202,Postmortem T 2 * - Weighted MRI Imaging of Cortical Iron Reflects Severity of Alzheimer’s Disease,2018,Journal of Alzheimer s Disease,https://content.iospress.com:443/download/journal-of-alzheimers-disease/jad180317?id=journal-of-alzheimers-disease%2Fjad180317,data/pdfs/W2951892202.pdf
381,W4323663706,Vision Transformer Approach for Classification of Alzheimer’s Disease Using 18F-Florbetaben Brain Images,2023,Applied Sciences,https://www.mdpi.com/2076-3417/13/6/3453/pdf?version=1678334495,data/pdfs/W4323663706.pdf
882,W3120639558,An MRI-based strategy for differentiation of frontotemporal dementia and Alzheimer’s disease,2021,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-020-00757-5,data/pdfs/W3120639558.pdf
319,W3096163405,Development and Validation of a Deep Learning–Based Automatic Brain Segmentation and Classification Algorithm for Alzheimer Disease Using 3D T1-Weighted Volumetric Images,2020,American Journal of Neuroradiology,http://www.ajnr.org/content/ajnr/41/12/2227.full.pdf,data/pdfs/W3096163405.pdf
576,W2972297449,MCI‐to‐normal reversion using neuropsychological criteria in the Alzheimer's Disease Neuroimaging Initiative,2019,Alzheimer s & Dementia,https://escholarship.org/content/qt9d68t9r6/qt9d68t9r6.pdf,data/pdfs/W2972297449.pdf
525,W2899389615,Alzheimer's disease: 3‐Dimensional MRI texture for prediction of conversion from mild cognitive impairment,2018,Alzheimer s & Dementia Diagnosis Assessment & Disease Monitoring,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/j.dadm.2018.09.002,data/pdfs/W2899389615.pdf
704,W4410040849,Advancements in deep learning for early diagnosis of Alzheimer’s disease using multimodal neuroimaging: challenges and future directions,2025,Frontiers in Neuroinformatics,https://www.frontiersin.org/journals/neuroinformatics/articles/10.3389/fninf.2025.1557177/pdf,data/pdfs/W4410040849.pdf
363,W4313985049,A transfer learning approach for multiclass classification of Alzheimer's disease using MRI images,2023,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2022.1050777/pdf,data/pdfs/W4313985049.pdf
790,W2971759903,Encephalopathy induced by Alzheimer brain inoculation in a non-human primate,2019,Acta Neuropathologica Communications,https://actaneurocomms.biomedcentral.com/track/pdf/10.1186/s40478-019-0771-x,data/pdfs/W2971759903.pdf
601,W2803155711,Entorhinal Cortex Volume Is Associated With Dual-Task Gait Cost Among Older Adults With MCI: Results From the Gait and Brain Study,2018,The Journals of Gerontology Series A,https://academic.oup.com/biomedgerontology/article-pdf/74/5/698/28473117/gly084.pdf,data/pdfs/W2803155711.pdf
795,W2782815868,3D CNN-based classification using sMRI and MD-DTI images for Alzheimer disease studies,2018,arXiv (Cornell University),https://arxiv.org/pdf/1801.05968,data/pdfs/W2782815868.pdf
587,W2981493641,MCADNNet: Recognizing Stages of Cognitive Impairment Through Efficient Convolutional fMRI and MRI Neural Network Topology Models,2019,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08883215.pdf,data/pdfs/W2981493641.pdf
149,W2896420254,"Clinical phenotype, atrophy, and small vessel disease in APOE ε2 carriers with Alzheimer disease",2018,Neurology,https://pure.amsterdamumc.nl/files/174633757/Clinical-phenotype-atrophy-and-small-vessel-disease-in-apoe2-carriers-with-alzheimer-disease.pdf,data/pdfs/W2896420254.pdf
568,W2802347155,"Amyloid deposition and brain structure as long-term predictors of MCI, dementia, and mortality",2018,Neurology,https://n.neurology.org/content/neurology/90/21/e1920.full.pdf,data/pdfs/W2802347155.pdf
579,W2790040701,Classification of Alzheimer’s and MCI Patients from Semantically Parcelled PET Images: A Comparison between AV45 and FDG-PET,2018,International Journal of Biomedical Imaging,http://downloads.hindawi.com/journals/ijbi/2018/1247430.pdf,data/pdfs/W2790040701.pdf
378,W4391023547,Multimodal diagnosis model of Alzheimer’s disease based on improved Transformer,2024,BioMedical Engineering OnLine,https://biomedical-engineering-online.biomedcentral.com/counter/pdf/10.1186/s12938-024-01204-4,data/pdfs/W4391023547.pdf
193,W4319158019,Convolution Neural Networks and Self-Attention Learners for Alzheimer Dementia Diagnosis from Brain MRI,2023,Sensors,https://www.mdpi.com/1424-8220/23/3/1694/pdf?version=1675411363,data/pdfs/W4319158019.pdf
151,W4289344793,Microglial Activation and Connectivity in Alzheimer Disease and Aging,2022,Annals of Neurology,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ana.26465,data/pdfs/W4289344793.pdf
299,W4206782338,"Advances in Deep Neuropathological Phenotyping of Alzheimer Disease: Past, Present, and Future",2022,Journal of Neuropathology & Experimental Neurology,https://academic.oup.com/jnen/article-pdf/81/1/2/42414948/nlab122.pdf,data/pdfs/W4206782338.pdf
905,W3011963296,Automated MRI volumetry as a diagnostic tool for Alzheimer's disease: Validation of icobrain dm,2020,NeuroImage Clinical,https://www.sciencedirect.com/science/article/pii/S2213158220300802/pdf,data/pdfs/W3011963296.pdf
657,W4411324838,Alzheimer’s disease digital biomarkers multidimensional landscape and AI model scoping review,2025,npj Digital Medicine,https://www.nature.com/articles/s41746-025-01640-z.pdf,data/pdfs/W4411324838.pdf
163,W3011210785,Select Atrophied Regions in Alzheimer disease (SARA): An improved volumetric model for identifying Alzheimer disease dementia,2020,NeuroImage Clinical,https://www.sciencedirect.com/science/article/am/pii/S2213158220300851?via%3Dihub,data/pdfs/W3011210785.pdf
765,W2965413344,"Topographical Heterogeneity of Alzheimer’s Disease Based on MR Imaging, Tau PET, and Amyloid PET",2019,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2019.00211/pdf,data/pdfs/W2965413344.pdf
591,W2802185677,Combining Polygenic Hazard Score With Volumetric MRI and Cognitive Measures Improves Prediction of Progression From Mild Cognitive Impairment to Alzheimer's Disease,2018,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2018.00260/pdf,data/pdfs/W2802185677.pdf
380,W4399534816,LCADNet: a novel light CNN architecture for EEG-based Alzheimer disease detection,2024,Physical and Engineering Sciences in Medicine,https://uhra.herts.ac.uk/id/eprint/11237/1/paper_LCADNet_20240401_final_submission_AI.pdf,data/pdfs/W4399534816.pdf
20,W4394933653,Joint transformer architecture in brain 3D MRI classification: its application in Alzheimer’s disease classification,2024,Scientific Reports,https://www.nature.com/articles/s41598-024-59578-3.pdf,data/pdfs/W4394933653.pdf
204,W4200543243,Structural MRI profiles and tau correlates of atrophy in autopsy-confirmed CTE,2021,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/track/pdf/10.1186/s13195-021-00928-y,data/pdfs/W4200543243.pdf
575,W3167121790,Dementia with Lewy bodies: association of Alzheimer pathology with functional connectivity networks,2021,Brain,https://academic.oup.com/brain/article-pdf/144/10/3212/41381676/awab218.pdf,data/pdfs/W3167121790.pdf
590,W4319216497,Comparison of Machine Learning-based Approaches to Predict the Conversion to Alzheimer’s Disease from Mild Cognitive Impairment,2023,Neuroscience,http://www.ibroneuroscience.org/article/S0306452223000477/pdf,data/pdfs/W4319216497.pdf
654,W3092728896,Stacked autoencoders as new models for an accurate Alzheimer’s disease classification support using resting-state EEG and MRI measurements,2020,Clinical Neurophysiology,http://hdl.handle.net/11573/1540782,data/pdfs/W3092728896.pdf
95,W3012533456,A Survey on Computer-Aided Diagnosis of Brain Disorders through MRI Based on Machine Learning and Data Mining Methodologies with an Emphasis on Alzheimer Disease Diagnosis and the Contribution of the Multimodal Fusion,2020,Applied Sciences,https://www.mdpi.com/2076-3417/10/5/1894/pdf?version=1584068295,data/pdfs/W3012533456.pdf
545,W2981297020,Predictive Value of 18F-Florbetapir and 18F-FDG PET for Conversion from Mild Cognitive Impairment to Alzheimer Dementia,2019,Journal of Nuclear Medicine,http://jnm.snmjournals.org/content/61/4/597.full.pdf,data/pdfs/W2981297020.pdf
298,W4380077983,A Robust Distributed Deep Learning Approach to Detect Alzheimer’s Disease from MRI Images,2023,Mathematics,https://www.mdpi.com/2227-7390/11/12/2633/pdf?version=1686290322,data/pdfs/W4380077983.pdf
895,W2962570047,Identifying progressive imaging genetic patterns via multi-task sparse canonical correlation analysis: a longitudinal study of the ADNI cohort,2019,Bioinformatics,https://academic.oup.com/bioinformatics/article-pdf/35/14/i474/28913180/btz320.pdf,data/pdfs/W2962570047.pdf
826,W3011237672,Multiparametric imaging hippocampal neurodegeneration and functional connectivity with simultaneous PET/MRI in Alzheimer’s disease,2020,European Journal of Nuclear Medicine and Molecular Imaging,https://link.springer.com/content/pdf/10.1007/s00259-020-04752-8.pdf,data/pdfs/W3011237672.pdf
351,W2982009528,Machine Learning-Based Framework for Differential Diagnosis Between Vascular Dementia and Alzheimer's Disease Using Structural MRI Features,2019,Frontiers in Neurology,https://www.frontiersin.org/articles/10.3389/fneur.2019.01097/pdf,data/pdfs/W2982009528.pdf
523,W4302304585,Mild Cognitive Impairment: An Overview,2022,IntechOpen eBooks,https://www.intechopen.com/citation-pdf-url/83071,data/pdfs/W4302304585.pdf
146,W3163664489,Alzheimer Disease Detection Techniques and Methods: A Review.,2021,International Journal of Interactive Multimedia and Artificial Intelligence,https://doi.org/10.9781/ijimai.2021.04.005,data/pdfs/W3163664489.pdf
817,W3083888794,Genetic risk for Alzheimer disease predicts hippocampal volume through the human lifespan,2020,Neurology Genetics,https://ng.neurology.org/content/nng/6/5/e506.full.pdf,data/pdfs/W3083888794.pdf
410,W3082458899,Classification of Alzheimer’s Disease and Mild Cognitive Impairment Based on Cortical and Subcortical Features from MRI T1 Brain Images Utilizing Four Different Types of Datasets,2020,Journal of Healthcare Engineering,https://downloads.hindawi.com/journals/jhe/2020/3743171.pdf,data/pdfs/W3082458899.pdf
797,W2799428269,Identification of Alzheimer's disease and mild cognitive impairment using multimodal sparse hierarchical extreme learning machine,2018,Human Brain Mapping,https://www.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.24207,data/pdfs/W2799428269.pdf
581,W4367668925,Automated Medical Diagnosis of Alzheimer´s Disease Using an Efficient Net Convolutional Neural Network,2023,Journal of Medical Systems,https://link.springer.com/content/pdf/10.1007/s10916-023-01941-4.pdf,data/pdfs/W4367668925.pdf
801,W4383198044,Associations of Dental Health With the Progression of Hippocampal Atrophy in Community-Dwelling Individuals,2023,Neurology,https://n.neurology.org/content/neurology/early/2023/07/05/WNL.0000000000207579.full.pdf,data/pdfs/W4383198044.pdf
800,W3040115275,Neuropathologic features associated with basal forebrain atrophy in Alzheimer disease,2020,Neurology,https://n.neurology.org/content/neurology/95/10/e1301.full.pdf,data/pdfs/W3040115275.pdf
51,W4410484263,Evaluation of the Revised Criteria for Biological and Clinical Staging of Alzheimer Disease,2025,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2833818/jamaneurology_pichet_binette_2025_oi_250023_1746218101.87688.pdf,data/pdfs/W4410484263.pdf
35,W4392347393,Explainable AI-based Deep-SHAP for mapping the multivariate relationships between regional neuroimaging biomarkers and cognition,2024,European Journal of Radiology,https://pmc.ncbi.nlm.nih.gov/articles/PMC11157778/pdf/nihms-1972938.pdf,data/pdfs/W4392347393.pdf
648,W4312219942,A new strategy for the early detection of alzheimer disease stages using multifractal geometry analysis based on K-Nearest Neighbor algorithm,2022,Scientific Reports,https://www.nature.com/articles/s41598-022-26958-6.pdf,data/pdfs/W4312219942.pdf
551,W3024598964,Prediction of conversion to Alzheimer’s disease using deep survival analysis of MRI images,2020,Brain Communications,https://academic.oup.com/braincomms/article-pdf/2/1/fcaa057/33639834/fcaa057.pdf,data/pdfs/W3024598964.pdf
379,W4404771888,A multimodal vision transformer for interpretable fusion of functional and structural neuroimaging data,2024,Human Brain Mapping,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.26783,data/pdfs/W4404771888.pdf
592,W3092271742,Prediction of 7‐year's conversion from subjective cognitive decline to mild cognitive impairment,2020,Human Brain Mapping,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.25216,data/pdfs/W3092271742.pdf
949,W2989951694,Prediction of Alzheimer’s disease (AD) Using Machine Learning Techniques with Boruta Algorithm as Feature Selection Method,2019,Journal of Physics Conference Series,https://iopscience.iop.org/article/10.1088/1742-6596/1372/1/012065/pdf,data/pdfs/W2989951694.pdf
595,W3112328469,Ensemble of ROI-based convolutional neural network classifiers for staging the Alzheimer disease spectrum from magnetic resonance imaging,2020,PLoS ONE,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0242712&type=printable,data/pdfs/W3112328469.pdf
597,W3113359263,Utility of MRI in the identification of hippocampal sclerosis of aging,2020,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.12241,data/pdfs/W3113359263.pdf
355,W3045594725,"Inexpensive, non-invasive biomarkers predict Alzheimer transition using machine learning analysis of the Alzheimer’s Disease Neuroimaging (ADNI) database",2020,PLoS ONE,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0235663&type=printable,data/pdfs/W3045594725.pdf
814,W2950964162,White Matter Hyperintensities and Hippocampal Atrophy in Relation to Cognition: The 90+ Study,2019,Journal of the American Geriatrics Society,https://pure.amsterdamumc.nl/ws/files/157716314/White-matter-hyperintensities-and-hippocampal-atrophy-in-relation-to-cognition.pdf,data/pdfs/W2950964162.pdf
896,W4281701027,A3C-TL-GTO: Alzheimer Automatic Accurate Classification Using Transfer Learning and Artificial Gorilla Troops Optimizer,2022,Sensors,https://www.mdpi.com/1424-8220/22/11/4250/pdf?version=1654163621,data/pdfs/W4281701027.pdf
598,W3128453781,"Sleep-Dependent Memory in Older People With and Without MCI: The Relevance of Sleep Microarchitecture, OSA, Hippocampal Subfields, and Episodic Memory",2021,Cerebral Cortex,https://academic.oup.com/cercor/article-pdf/31/6/2993/37901754/bhaa406.pdf,data/pdfs/W3128453781.pdf
582,W3092649739,Functional MRI-Specific Alterations in Executive Control Network in Mild Cognitive Impairment: An ALE Meta-Analysis,2020,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2020.578863/pdf,data/pdfs/W3092649739.pdf
399,W4382656787,Brain age prediction using the graph neural network based on resting-state functional MRI in Alzheimer's disease,2023,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2023.1222751/pdf,data/pdfs/W4382656787.pdf
605,W4387490656,Brain Structure-Function Fusing Representation Learning Using Adversarial Decomposed-VAE for Analyzing MCI,2023,IEEE Transactions on Neural Systems and Rehabilitation Engineering,https://ieeexplore.ieee.org/ielx7/7333/4359219/10275112.pdf,data/pdfs/W4387490656.pdf
764,W3092162390,What’s That (Blue) Spot on my MRI? Multimodal Neuroimaging of the Locus Coeruleus in Neurodegenerative Disease,2020,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2020.583421/pdf,data/pdfs/W3092162390.pdf
827,W3023781428,Hippocampal α-synuclein pathology correlates with memory impairment in multiple system atrophy,2020,Brain,https://academic.oup.com/brain/article-pdf/143/6/1798/33444342/awaa126.pdf,data/pdfs/W3023781428.pdf
577,W2983101415,Parkinson’s Disease–Mild Cognitive Impairment (PD-MCI): A Useful Summary of Update Knowledge,2019,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2019.00303/pdf,data/pdfs/W2983101415.pdf
856,W2898710646,CSF total tau levels are associated with hippocampal novelty irrespective of hippocampal volume,2018,Alzheimer s & Dementia Diagnosis Assessment & Disease Monitoring,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1016/j.dadm.2018.10.003,data/pdfs/W2898710646.pdf
18,W4411041739,Alzheimer’s disease detection using deep learning and machine learning: a review,2025,Artificial Intelligence Review,https://link.springer.com/content/pdf/10.1007/s10462-025-11258-y.pdf,data/pdfs/W4411041739.pdf
868,W4385406579,"Prevalence and Clinical Implications of a β-Amyloid–Negative, Tau-Positive Cerebrospinal Fluid Biomarker Profile in Alzheimer Disease",2023,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2807607/jamaneurology_erickson_2023_oi_230049_1689611082.26721.pdf,data/pdfs/W4385406579.pdf
393,W4377103877,Alzheimer’s Disease Detection from Fused PET and MRI Modalities Using an Ensemble Classifier,2023,Machine Learning and Knowledge Extraction,https://www.mdpi.com/2504-4990/5/2/31/pdf?version=1684401707,data/pdfs/W4377103877.pdf
217,W4224074936,Quantification of amyloid beta and tau PET without a structural MRI,2022,Alzheimer s & Dementia,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/alz.12668,data/pdfs/W4224074936.pdf
361,W4220916743,Searching for optimal machine learning model to classify mild cognitive impairment (MCI) subtypes using multimodal MRI data,2022,Scientific Reports,https://www.nature.com/articles/s41598-022-08231-y.pdf,data/pdfs/W4220916743.pdf
643,W3216797245,4D flow MRI hemodynamic biomarkers for cerebrovascular diseases,2021,Journal of Internal Medicine,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/joim.13392,data/pdfs/W3216797245.pdf
787,W3093513273,"Topographic Distribution of Amyloid-β, Tau, and Atrophy in Patients With Behavioral/Dysexecutive Alzheimer Disease",2020,Neurology,https://n.neurology.org/content/neurology/96/1/e81.full.pdf,data/pdfs/W3093513273.pdf
919,W2901452953,Poor Sleep Quality Associates With Decreased Functional and Structural Brain Connectivity in Normative Aging: A MRI Multimodal Approach,2018,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2018.00375/pdf,data/pdfs/W2901452953.pdf
660,W4413109010,AI-driven fusion of multimodal data for Alzheimer’s disease biomarker assessment,2025,Nature Communications,https://www.nature.com/articles/s41467-025-62590-4.pdf,data/pdfs/W4413109010.pdf
47,W4411149570,White Matter Abnormalities and Cognition in Aging and Alzheimer Disease,2025,JAMA Neurology,https://jamanetwork.com/journals/jamaneurology/articlepdf/2834951/jamaneurology_peter_2025_oi_250033_1748455660.10378.pdf,data/pdfs/W4411149570.pdf
400,W4376630714,Automatic Analysis of MRI Images for Early Prediction of Alzheimer’s Disease Stages Based on Hybrid Features of CNN and Handcrafted Features,2023,Diagnostics,https://www.mdpi.com/2075-4418/13/9/1654/pdf?version=1683539774,data/pdfs/W4376630714.pdf
602,W4306407322,Predicting time-to-conversion for dementia of Alzheimer's type using multi-modal deep survival analysis,2022,Neurobiology of Aging,https://pmc.ncbi.nlm.nih.gov/articles/PMC10535369/pdf/nihms-1923772.pdf,data/pdfs/W4306407322.pdf
900,W4289783434,Accelerated longitudinal changes and ordering of Alzheimer disease biomarkers across the adult lifespan,2022,Brain,https://academic.oup.com/brain/article-pdf/145/12/4459/50491280/awac238.pdf,data/pdfs/W4289783434.pdf
858,W3215958759,"Amyloid-β, p-tau and reactive microglia are pathological correlates of MRI cortical atrophy in Alzheimer’s disease",2021,Brain Communications,https://academic.oup.com/braincomms/article-pdf/3/4/fcab281/41780538/fcab281.pdf,data/pdfs/W3215958759.pdf
716,W2947498044,Exploiting Discriminative Regions of Brain Slices Based on 2D CNNs for Alzheimer’s Disease Classification,2019,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08727482.pdf,data/pdfs/W2947498044.pdf
681,W4313830798,Explainable machine learning aggregates polygenic risk scores and electronic health records for Alzheimer’s disease prediction,2023,Scientific Reports,https://www.nature.com/articles/s41598-023-27551-1.pdf,data/pdfs/W4313830798.pdf
737,W4380369812,A Survey of Deep Learning for Alzheimer’s Disease,2023,Machine Learning and Knowledge Extraction,https://www.mdpi.com/2504-4990/5/2/35/pdf?version=1686909168,data/pdfs/W4380369812.pdf
761,W2961409673,MRI-Driven PET Image Optimization for Neurological Applications,2019,Frontiers in Neuroscience,https://www.frontiersin.org/articles/10.3389/fnins.2019.00782/pdf,data/pdfs/W2961409673.pdf
333,W2904747698,Prediction of Autopsy Verified Neuropathological Change of Alzheimer’s Disease Using Machine Learning and MRI,2018,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2018.00406/pdf,data/pdfs/W2904747698.pdf
823,W2897698166,Differential Progression of Regional Hippocampal Atrophy in Aging and Parkinson’s Disease,2018,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2018.00325/pdf,data/pdfs/W2897698166.pdf
828,W3004110416,Differential annualized rates of hippocampal subfields atrophy in aging and future Alzheimer's clinical syndrome,2020,Neurobiology of Aging,https://hal.science/hal-02481530/document,data/pdfs/W3004110416.pdf
79,W2992517698,Deep MRI Segmentation: A Convolutional Method Applied to Alzheimer Disease Detection,2019,International Journal of Advanced Computer Science and Applications,http://thesai.org/Downloads/Volume10No11/Paper_51-Deep_MRI_Segmentation.pdf,data/pdfs/W2992517698.pdf
839,W4389613634,Atrophy of hippocampal subfields relates to memory decline during the pathological progression of Alzheimer’s disease,2023,Frontiers in Aging Neuroscience,https://www.frontiersin.org/articles/10.3389/fnagi.2023.1287122/pdf?isPublishedV2=False,data/pdfs/W4389613634.pdf
553,W4293795080,Spatial Navigation and Its Association With Biomarkers and Future Dementia in Memory Clinic Patients Without Dementia,2022,Neurology,https://n.neurology.org/content/neurology/99/19/e2081.full.pdf,data/pdfs/W4293795080.pdf
909,W4281552301,Deep transfer learning–based fully automated detection and classification of Alzheimer’s disease on brain MRI,2022,British Journal of Radiology,https://academic.oup.com/bjr/article-pdf/95/1136/20211253/54346842/bjr.20211253.pdf,data/pdfs/W4281552301.pdf
76,W2811115693,Detection of Alzheimers Disease from MRI using Convolutional Neural Network with Tensorflow,2018,arXiv (Cornell University),https://arxiv.org/pdf/1806.10170,data/pdfs/W2811115693.pdf
229,W4308076770,Fast and Accurate Amyloid Brain PET Quantification Without MRI Using Deep Neural Networks,2022,Journal of Nuclear Medicine,https://jnm.snmjournals.org/content/jnumed/64/4/659.full.pdf,data/pdfs/W4308076770.pdf
917,W4384161853,A Review on Alzheimer’s Disease Through Analysis of MRI Images Using Deep Learning Techniques,2023,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10182253.pdf,data/pdfs/W4384161853.pdf
918,W4312213462,Deep Learning for Brain MRI Confirms Patterned Pathological Progression in Alzheimer's Disease,2022,Advanced Science,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202204717,data/pdfs/W4312213462.pdf
200,W2786425460,Tau-negative amnestic dementia masquerading as Alzheimer disease dementia,2018,Neurology,https://n.neurology.org/content/neurology/90/11/e940.full.pdf,data/pdfs/W2786425460.pdf
385,W4401322684,A Modified Bio-Inspired Optimizer with Capsule Network for Diagnosis of Alzheimer Disease,2024,Applied Sciences,https://www.mdpi.com/2076-3417/14/15/6798/pdf?version=1722759231,data/pdfs/W4401322684.pdf
392,W4400261938,Computer-aided diagnosis of Alzheimer’s disease and neurocognitive disorders with multimodal Bi-Vision Transformer (BiViT),2024,Pattern Analysis and Applications,https://link.springer.com/content/pdf/10.1007/s10044-024-01297-6.pdf,data/pdfs/W4400261938.pdf
644,W4391140622,"Subclinical epileptiform activity in the Alzheimer continuum: association with disease, cognition and detection method",2024,Alzheimer s Research & Therapy,https://alzres.biomedcentral.com/counter/pdf/10.1186/s13195-023-01373-9,data/pdfs/W4391140622.pdf
395,W4386470319,Clinically-Inspired Multi-Agent Transformers for Disease Trajectory Forecasting From Multimodal Data,2023,IEEE Transactions on Medical Imaging,https://ieeexplore.ieee.org/ielx7/42/4359023/10242080.pdf,data/pdfs/W4386470319.pdf
321,W4382631603,Classification and deep-learning–based prediction of Alzheimer disease subtypes by using genomic data,2023,Translational Psychiatry,https://www.nature.com/articles/s41398-023-02531-1.pdf,data/pdfs/W4382631603.pdf
